Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Sandy,@notabluesfan,,,,,,https://x.com/notabluesfan/status/1333295378712596481,https://x.com/notabluesfan,"Australia subsidises the solar panel industry to the tune of $1.7 billion which is a ""hidden green tax"" on electricity bills.
Those subsidies actually underwrite the importation of solar panels into this country.
The subsidy costs equal importation cost of Chinese solar panels.","Nov 30, 2020",2020-11-30T06:22:44.000Z
Lonny Eachus,@eachus,,3,,1,,https://x.com/eachus/status/1378229333672652801,https://x.com/eachus,"Australia:

Government subsidy for fossil fuel: $0.3 / MWh

Government subsidy for ""renewables"" for the same time period: $85.0 / MWh

That's 283 times more subsidy for ""green"" energy. https://x.com/JWSpry/status//JWSpry/status/1371991237700427776…","Apr 3, 2021",2021-04-03T06:14:14.000Z
Allan Green,@Tank9999,,8,18,1,192,https://x.com/Tank9999/status/1835098346215948719,https://x.com/Tank9999,"#auspol #insiders 

Jane Hume & the #LNP don't want a
Future Made in Australia

Even tho it doesn't cost the Budget anything

It just foregoes some FUTURE revenue as an incentive to produce things here

instead of Digging it up and Selling it
to be manufactured in China",Sep 15,2024-09-14T23:28:34.000Z
Tixhon Jean Marc,@tixhonjm,"https://pbs.twimg.com/media/GNoInM3WsAAACNI?format=jpg&name=small, https://pbs.twimg.com/media/GNoInM3WsAAACNI?format=jpg&name=small",,,,22,https://x.com/tixhonjm/status/1790753275693715871,https://x.com/tixhonjm,Forrest Says Hydrogen Subsidy Makes Green Iron Commercially Viable in Australia https://fuelcellsworks.com/news/forrest-says-hydrogen-subsidy-makes-green-iron-commercially-viable-in-australia/…,May 16,2024-05-15T14:37:06.000Z
alan moran,@alan_john_moran,,3,11,1,,https://x.com/alan_john_moran/status/1311066751711371265,https://x.com/alan_john_moran,AFR shamelessly maintains its role as the dupe of the renewables subsidy seekers that keep it financially solvent.  It reports Australia cd share in 5 million new renewable energy jobs when its subsidies cost $13 billion a year and destroy low cost energy https://afr.com/companies/energy/renewables-offer-post-pandemic-jobs-boom-20200929-p56067…,"Sep 30, 2020",2020-09-29T22:14:06.000Z
Australian Mining,@ozmining,"https://pbs.twimg.com/media/FfRBlZzagAALGzV?format=jpg&name=small, https://pbs.twimg.com/media/FfRBlZzagAALGzV?format=jpg&name=small",3,7,,,https://x.com/ozmining/status/1581961483067756545,https://x.com/ozmining,"Rare earths common denominator in funding program: The global transition to green energy continues to drive the search for minerals in Western Australia, with battery metals dominating the latest round of the Exploration Incentive Scheme’s (EIS)… https://australianmining.com.au/news/rare-earths-common-denominator-in-funding-program/?utm_source=dlvr.it&utm_medium=twitter…","Oct 17, 2022",2022-10-17T10:53:03.000Z
Richie Merzian,@RichieMerzian,"https://pbs.twimg.com/media/F5OFjvTbkAARJWh?format=jpg&name=small, https://pbs.twimg.com/media/F5OFjvTbkAARJWh?format=jpg&name=small",3,15,2,679,https://x.com/RichieMerzian/status/1698848346818093213,https://x.com/RichieMerzian,"Highest subsidy for electric vehicles in Australia is now Queensland 

They have doubled their rebate (while other states are clipping their ones)

Installing solar PV on Qld homes ""every 10min"" hopefully more green energy to plug into (from low base)  
#SmartEnergyQld","Sep 5, 2023",2023-09-04T23:59:43.000Z
Rick,@colonelhogans,,50,124,5,1.3K,https://x.com/colonelhogans/status/1808405301861011663,https://x.com/colonelhogans,"Labor’s FU to nuclear brain fart! 

Legislation for $23b green subsidy plan hits parliament

The federal government has introduced laws for its signature Future Made in Australia policy to parliament today, further adding to the pile of legislation Labor hopes to pass in coming",Jul 3,2024-07-03T07:39:57.000Z
Alex Wodak AM,@AlexWodak,,5,5,,,https://x.com/AlexWodak/status/1270860420119588864,https://x.com/AlexWodak,"If you want Australia’s fossil fuel subsidy, $29 billion/year, to be 10 (ten) times greater than renewable energy subsidy ($2.8 billion/year) you know who to vote for. Budget repair?","Jun 11, 2020",2020-06-10T23:28:30.000Z
Argus Media,@ArgusMedia,"https://pbs.twimg.com/ext_tw_video_thumb/1481808302023626756/pu/img/b1HIVvIM1f8_Rb3x.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1481808302023626756/pu/img/b1HIVvIM1f8_Rb3x.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1481808302023626756/pu/img/b1HIVvIM1f8_Rb3x.jpg",4,1,,,https://x.com/ArgusMedia/status/1481808337918439424,https://x.com/ArgusMedia,"News story: Japanese trading house @sojitz_jp has secured a state subsidy to produce #greenhydrogen using #solarpower in Queensland, Australia for use in small fuel cells and small vessels in Palau | #renewableenergy 

By #ArgusPower: https://okt.to/suQotd","Jan 14, 2022",2022-01-14T02:00:13.000Z
LEAN Australia,@LEANAustralia,"https://pbs.twimg.com/media/GTILorwaYAAKvtF?format=png&name=small, https://pbs.twimg.com/media/GTILorwaYAAKvtF?format=png&name=small",9,12,2,547,https://x.com/LEANAustralia/status/1815535710264578555,https://x.com/LEANAustralia,Infrastructure Australia valuing emissions a great step. Eg an incentive for further development and deployment of green concrete,Jul 23,2024-07-22T23:53:39.000Z
Green Brads  ⚣,@green_brads,,,,1,,https://x.com/green_brads/status/1558949970828566529,https://x.com/green_brads,"The NDIS, a “market based system” of private service providers, is a design fail. When govt delivers the service, everyone works for Australia. When service is privatised, everyone works for themselves.
No taskforce or crackdown can overcome that incentive
https://smh.com.au/national/the-scumbag-scale-how-organised-crime-has-infiltrated-the-ndis-20220811-p5b95s.html…","Aug 15, 2022",2022-08-14T22:53:31.000Z
Alison Sexton-Green,@mistymatta,,,2,,,https://x.com/mistymatta/status/1456200640837734403,https://x.com/mistymatta,#QandA Australia has fuel subsidy too!,"Nov 4, 2021",2021-11-04T10:04:22.000Z
Renewables4U,@Renewables_4U,"https://pbs.twimg.com/media/F4BPvBCbYAAAqhE?format=png&name=small, https://pbs.twimg.com/media/F4BPvBCbYAAAqhE?format=png&name=small",,2,,136,https://x.com/Renewables_4U/status/1693442860279079227,https://x.com/Renewables_4U,"Large-Scale #RenewableEnergy Target market data in Australia.

The Large-scale Renewable Energy Target creates a financial incentive for the installation of renewable energy power stations. The target is designed to reduce emissions in the electricity sector and encourage","Aug 21, 2023",2023-08-21T02:00:15.000Z
David McDonald  x7 dmcd2324.bsky.social,@DMcD_Advocate,,1,1,,36,https://x.com/DMcD_Advocate/status/1778341813809799334,https://x.com/DMcD_Advocate,"Exec Summary
- Australia announces new subsidy policy for renewable energy manufacturing.
- The policy aims to bolster local production of renewable energy equipment.
- It includes subsidies for manufacturing facilities producing solar panels, wind turbines, and batteries.
- The",Apr 11,2024-04-11T08:38:23.000Z
Malcolm Ellis,@43a6f0ce5dac4ea,,3,6,1,,https://x.com/43a6f0ce5dac4ea/status/1167074457753513985,https://x.com/43a6f0ce5dac4ea,"this is enlightening...
in Australia we clearfell ancient cool temperate rainforest ..the last on Earth.. and firebomb the trash so we can export ""green energy' in the form of ""wood pellets""..and we subsidize it..the only Green Energy subsidy Abbot put in place..binned all others","Aug 30, 2019",2019-08-29T14:00:08.000Z
Argus Media,@ArgusMedia,"https://pbs.twimg.com/ext_tw_video_thumb/1481545068754489344/pu/img/3VVbEvPwuoXQ7lT1.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1481545068754489344/pu/img/3VVbEvPwuoXQ7lT1.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1481545068754489344/pu/img/3VVbEvPwuoXQ7lT1.jpg",1,1,,,https://x.com/ArgusMedia/status/1481545110563135489,https://x.com/ArgusMedia,"News story: Japanese trading house @sojitz_jp has secured a state subsidy to produce #greenhydrogen using #solarpower in Queensland, Australia for use in small fuel cells and small vessels in Palau | #renewablenergy 

By #ArgusPower: https://okt.to/boyQ0M","Jan 13, 2022",2022-01-13T08:34:14.000Z
Paul,@lefthandwave,,,,,,https://x.com/lefthandwave/status/1586848446438252545,https://x.com/lefthandwave,"Cannon-Brookes-backed study lays the case for Asian green power grid. So is government with our money. Why not just supply Australia with this power? ⁦@abcnews⁩ Anw: no return , no subsidy case!!!!","Oct 31, 2022",2022-10-30T22:32:06.000Z
Green Change,@Green__Crypto,"https://pbs.twimg.com/media/FawoFSrVQAAOqa5?format=jpg&name=small, https://pbs.twimg.com/media/FawoFSrVQAAOqa5?format=jpg&name=small",,,,,https://x.com/Green__Crypto/status/1561667402001104896,https://x.com/Green__Crypto,Australia’s new government finally signals its #crypto regulation stance,"Aug 22, 2022",2022-08-22T10:51:37.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/E3k_niMVgAEU2iu?format=jpg&name=small, https://pbs.twimg.com/media/E3k_niMVgAEU2iu?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1403222709547376642,https://x.com/MirageNewsCom,"Energy National #Cabinet Reform Committee 
https://miragenews.com/energy-national-cabinet-reform-committee-576252/…
#Agreement #AusPol #Australia #Australian #CyberSecurity #EnergySecurity #Government #Hydrogen #Outcomes #Pipeline #Project #Regulation #Renewable #RenewableEnergy #Security #Technology #Wallumbilla","Jun 11, 2021",2021-06-11T05:28:59.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/E4XqQarVEAQ6KIM?format=jpg&name=small, https://pbs.twimg.com/media/E4XqQarVEAQ6KIM?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1406788028010352640,https://x.com/MirageNewsCom,"Ensuring water benefits continue ... 
https://miragenews.com/ensuring-water-benefits-continue-to-flow-to-581299/…
#Agriculture #AusPol #Australia #Communications #Government #Health #Industry #Minister #Outcomes #Production #Regulation #Renewable #RenewableEnergy #Resources #Sustainable #TAS #Tasmania #Tassie #WaterManagement","Jun 21, 2021",2021-06-21T01:36:17.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/E7Wn1QmVoAEC7Ra?format=jpg&name=small, https://pbs.twimg.com/media/E7Wn1QmVoAEC7Ra?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1420225792986869762,https://x.com/MirageNewsCom,"Solar future is bright, but do your ... 
https://miragenews.com/solar-future-is-bright-but-do-your-research-28-603526/…
#Australia #Building #CarbonFootprint #CleanEnergy #Commissioner #CommissionerForConsumerProtection #DMIRS #Electricity #Government #Industry #IndustryRegulation #Insurance #Regulation #Renewable #SolarPower #WA","Jul 28, 2021",2021-07-28T03:33:10.000Z
Crypto News,@cryptonews_aus,,,,,,https://x.com/cryptonews_aus/status/1554633217348476928,https://x.com/cryptonews_aus,"Huobi Global Exchange Gets Green Light to Operate in Australia

https://cryptonews.com.au/huobi-global-exchange-gets-green-light-to-operate-in-australia…
#CryptoNews #Australia #CryptoExchange #Huobi #Regulation","Aug 3, 2022",2022-08-03T01:00:17.000Z
FUBAR,@GreenFraudcom,"https://pbs.twimg.com/media/GWDG-qrbUAA4tmr?format=jpg&name=small, https://pbs.twimg.com/media/GWDG-qrbUAA4tmr?format=jpg&name=small",,,,29,https://x.com/GreenFraudcom/status/1828686586315440280,https://x.com/GreenFraudcom,"This must be one of the stupidest ideas the @Greens have come up with. Bring this hair-brain idea in and kiss goodbye to tourism events within Victoria.

How it could be done in Australia:

Airbnb Regulations: The example of France's Airbnb regulation, limiting rentals to 120",Aug 28,2024-08-28T06:50:32.000Z
InvestorDaily,@InvestorDailyAU,,,,,91,https://x.com/InvestorDailyAU/status/1689109247995551744,https://x.com/InvestorDailyAU,The Reserve Bank has shared its outlook for green and sustainable finance in Australia.,"Aug 9, 2023",2023-08-09T03:00:01.000Z
Crypto News,@cryptonews_aus,,,3,1,,https://x.com/cryptonews_aus/status/1455331392594841611,https://x.com/cryptonews_aus,"ASIC Gives Green Light to BTC and ETH Spot ETFs, First Expected Next Week

https://cryptonews.com.au/asic-gives-green-light-to-btc-and-eth-spot-etfs-first-expected…
#CryptoNews #Australia #Bitcoin #Ethereum #Institutions #Regulation","Nov 2, 2021",2021-11-02T00:30:17.000Z
Robert Lee,@iskanderlee,,,,,14,https://x.com/iskanderlee/status/1816848389176254925,https://x.com/iskanderlee,Green Western Australia for ~$2T & regulation exemptions. Probably profitable after a generation.,Jul 27,2024-07-26T14:49:46.000Z
Tom DeRosa,@RenewableSearch,"https://pbs.twimg.com/media/GT0MnwWbwAA6yh_?format=jpg&name=small, https://pbs.twimg.com/media/GT0MnwWbwAA6yh_?format=jpg&name=small",,,,33,https://x.com/RenewableSearch/status/1818623703296721121,https://x.com/RenewableSearch,Coinbase Concerned About “Ongoing Regulation By Enforcement” in Australia: Coinbase (COIN) is concerned about “ongoing regulation through enforcement” which is not “helpful to the overall direction of the industry” in… http://dlvr.it/TBJXML #crypto #cryptocurrency #blockchain,Jul 31,2024-07-31T12:24:13.000Z
Green Finance Observatory,@greenfinanceobs,,6,7,1,361,https://x.com/greenfinanceobs/status/1839279054362460358,https://x.com/greenfinanceobs,"IAPB co-chair Sylvie Goulard just confirmed that #biodiversity credits will be used for #offsetting ""when regulation forces companies to offset their damages as is the case in France and Australia"" 1/3",Sep 26,2024-09-26T12:21:13.000Z
Broker Daily,@brokerdailyau,https://pbs.twimg.com/media/GVUS4DiXgAASRSm?format=jpg&name=small,,,,33,https://x.com/brokerdailyau/status/1825385981626790318,https://x.com/brokerdailyau,The Australian Competition and Consumer Commission (ACCC) has announced it will not oppose Experian Australia Credit Services Pty Ltd’s acquisition of Credit Data Solutions Pty Ltd (illion). https://bit.ly/4dIANTS,Aug 19,2024-08-19T04:15:06.000Z
Durgesh Gaur,@durgeshgaur006,https://pbs.twimg.com/media/F4QWoYMboAEGZf3?format=jpg&name=small,,,,42,https://x.com/durgeshgaur006/status/1694514490585616857,https://x.com/durgeshgaur006,"Green Goodness at So Juicy, Brisbane, Australia
Nature's Refreshment in the Glass.
#GraphicDesign #socialmediapost #GraphicWalaDesigner #freelancing #promotion #sojuicy #sojuicybrisbane","Aug 24, 2023",2023-08-24T00:58:31.000Z
GrimmGreen,@GrimmGreen,https://pbs.twimg.com/media/FplTeZPaQAAyy-Z?format=jpg&name=small,28,59,5,4.1K,https://x.com/GrimmGreen/status/1628424532087443456,https://x.com/GrimmGreen,"Can @quitvic Please explain this promotion of blatant disinformation? 

Fabricating lies about @CochraneTAG in order to… what? Keep smokers smoking? Sow doubt on the gold standard public health science? 

I think a public apology is owed to every smoker in Australia.","Feb 23, 2023",2023-02-22T16:00:37.000Z
Mark Alfred Clarkson,@MarkAClarkson,,,,,10,https://x.com/MarkAClarkson/status/1739007129468756019,https://x.com/MarkAClarkson,"https://tulsaworld.com/news/local/indigenous/judge-orders-removal-of-wind-farm-opposed-by-osage-nation/article_4b8a68a0-a013-11ee-b127-77bf0d501d98.html…

The most interesting thing is that construction of the wind farm constituted mining and required a lease from the landholder.

Just imagine if that stance was adopted in Australia, and renewable energy projects had to comply with resources regulation?","Dec 25, 2023",2023-12-24T19:36:23.000Z
Sam Guarrera,@sam46able,"https://pbs.twimg.com/media/GOYgZkCWcAAFNN7?format=jpg&name=small, https://pbs.twimg.com/media/GOYgZkCWcAAFNN7?format=jpg&name=small",,,,13,https://x.com/sam46able/status/1794160768994394315,https://x.com/sam46able,"Also @SkyNewsAust  Yes Regulation Is  Been Allowed To Multiply In Australia Also, Labor/Green Parties Are The Culprites, They Are Racist Against Whites, Allowing & Protecting Aborigines To Take Over Land Where Whites Are Banned, Including  Excessive Red Tape on Enviroment.",May 25,2024-05-25T00:17:15.000Z
alan moran,@alan_john_moran,,,1,,101,https://x.com/alan_john_moran/status/1772047333506920610,https://x.com/alan_john_moran,"The AFR is right ""A competitive Australia needs more than words"" but it persists in supporting for clients' productivity-sapping renewable energy agenda moaning, ""Australia is already hobbling green investment with the same investment-killing regulation""",Mar 25,2024-03-24T23:46:22.000Z
Prof Michelle D. Lazarus,@InsidOutAnatomy,"https://pbs.twimg.com/media/GPYEL-FXsAAO9So?format=jpg&name=small, https://pbs.twimg.com/media/GPYEL-FXsAAO9So?format=jpg&name=small",,,,120,https://x.com/InsidOutAnatomy/status/1798629706054397976,https://x.com/InsidOutAnatomy,"Gaslighting: The gas industry's cross-promotion of “renewable gas” with ‘MasterChef Australia’ is a cynical exercise, as it seeks to protect its assets and navigate a new energy future. https://ow.ly/HLEf30sE0nX",Jun 6,2024-06-06T08:15:13.000Z
VegasSnitch Sports Picks & Sports Cards,@VegasSnitch,,,,1,804,https://x.com/VegasSnitch/status/1690225136694099968,https://x.com/VegasSnitch,"#WomensWorldCup2023 #FREEPICKS 

France +120
Game to Draw +225

As long as #Australia doesnt win in regulation you win money.

 Josef Martinez #Bellator298 Kendrick Green Mattison #DawgPound Theory #SmackDown Purdy Dillon Jon Singleton #Caicedo #PremierLeague #HipHop50 
Keeanu","Aug 12, 2023",2023-08-12T04:54:10.000Z
Spectrum Technology,@Spectrum_Tec,"https://pbs.twimg.com/media/FhBfXO7XoAARHvd?format=jpg&name=small, https://pbs.twimg.com/media/FhBfXO7XoAARHvd?format=jpg&name=small",,,,,https://x.com/Spectrum_Tec/status/1589875522271592448,https://x.com/Spectrum_Tec,"Australia's #hemp industry is on the verge of ""booming"" thanks to regulatory changes http://ow.ly/eCen50Lue66","Nov 8, 2022",2022-11-08T07:00:37.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/ExW8L3HVoAEwcCP?format=jpg&name=small, https://pbs.twimg.com/media/ExW8L3HVoAEwcCP?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1375212175069827073,https://x.com/MirageNewsCom,"QRC ready to power Ministerial Energy #Council 
https://miragenews.com/qrc-ready-to-power-ministerial-energy-council-534885/…
#Australia #Battery #Electric #ElectricVehicle #Government #Hydrogen #Industry #Palaszczuk #PeakBody #Queensland #QueenslandResourcesCouncil #Regulation #Renewable #RenewableEnergy #Resources #Vehicle","Mar 26, 2021",2021-03-25T22:25:07.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/E2WfxumVkAEvlkH?format=jpg&name=small, https://pbs.twimg.com/media/E2WfxumVkAEvlkH?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1397698937906089990,https://x.com/MirageNewsCom,"#Government acts on National Farmers Federation's call for a ... 
https://miragenews.com/government-acts-on-national-farmers-federations-567031/…
#African #Agriculture #Australia #Commonwealth #Farming #Federal #FederalBudget #Industry #Investment #NationalFarmersFederation #Regulation #Renewable #Security #Sustainable #Technology","May 27, 2021",2021-05-26T23:39:29.000Z
David McDonald  x7 dmcd2324.bsky.social,@DMcD_Advocate,,1,1,,36,https://x.com/DMcD_Advocate/status/1778341813809799334,https://x.com/DMcD_Advocate,"Exec Summary
- Australia announces new subsidy policy for renewable energy manufacturing.
- The policy aims to bolster local production of renewable energy equipment.
- It includes subsidies for manufacturing facilities producing solar panels, wind turbines, and batteries.
- The",Apr 11,2024-04-11T08:38:23.000Z
Alex Wodak AM,@AlexWodak,,5,5,,,https://x.com/AlexWodak/status/1270860420119588864,https://x.com/AlexWodak,"If you want Australia’s fossil fuel subsidy, $29 billion/year, to be 10 (ten) times greater than renewable energy subsidy ($2.8 billion/year) you know who to vote for. Budget repair?","Jun 11, 2020",2020-06-10T23:28:30.000Z
alan moran,@alan_john_moran,,3,11,1,,https://x.com/alan_john_moran/status/1311066751711371265,https://x.com/alan_john_moran,AFR shamelessly maintains its role as the dupe of the renewables subsidy seekers that keep it financially solvent.  It reports Australia cd share in 5 million new renewable energy jobs when its subsidies cost $13 billion a year and destroy low cost energy https://afr.com/companies/energy/renewables-offer-post-pandemic-jobs-boom-20200929-p56067…,"Sep 30, 2020",2020-09-29T22:14:06.000Z
Mark Brogan,@brgn_mp,,25,62,,,https://x.com/brgn_mp/status/1493880246042447873,https://x.com/brgn_mp,"Dr Helen Haines, Independent MP for Indi in Victoria has introduced a bill to parliament that seeks to include home battery systems in Australia's existing renewable energy subsidy schemes.  #renewables https://x.com/AusSolarNews/s/AusSolarNews/status/1493834782568071170…","Feb 16, 2022",2022-02-16T09:29:40.000Z
Clean Energy Finance,@CleanEnergyFC,,4,4,,,https://x.com/CleanEnergyFC/status/1442818122642247684,https://x.com/CleanEnergyFC,"Australia's Energy Security Board proposed a controversial ‘coalkeeper subsidy.’ According to #cleanenergy advocates, these payments could cost consumers up to $6.9 billion a year, and undermine future #CleanEnergy investments.","Sep 28, 2021",2021-09-28T11:47:01.000Z
BusinessToday Malaysia,@BusinessTodayM1,,,,,35,https://x.com/BusinessTodayM1/status/1637309112953479169,https://x.com/BusinessTodayM1,Australia has successfully transitioned to renewable energy driven mostly by the private sector. Why? Because no subsidy!,"Mar 19, 2023",2023-03-19T04:24:46.000Z
Renewables4U,@Renewables_4U,"https://pbs.twimg.com/media/F4BPvBCbYAAAqhE?format=png&name=small, https://pbs.twimg.com/media/F4BPvBCbYAAAqhE?format=png&name=small",,2,,137,https://x.com/Renewables_4U/status/1693442860279079227,https://x.com/Renewables_4U,"Large-Scale #RenewableEnergy Target market data in Australia.

The Large-scale Renewable Energy Target creates a financial incentive for the installation of renewable energy power stations. The target is designed to reduce emissions in the electricity sector and encourage","Aug 21, 2023",2023-08-21T02:00:15.000Z
Rewiring Australia,@RewiringAus,,50,122,5,5.4K,https://x.com/RewiringAus/status/1653262572676878337,https://x.com/RewiringAus,"“Swapping out fossil fuelled devices and energy sources for renewable-backed electrification is the fastest, most cost effective way to decarbonise our domestic economy.""","May 2, 2023",2023-05-02T04:58:08.000Z
Renew Economy,@renew_economy,,4,7,,1K,https://x.com/renew_economy/status/1654379245236285441,https://x.com/renew_economy,CEC and Acciona call for extension to federal Renewable Energy Target as Australia struggles to compete in the global clean energy race.,"May 5, 2023",2023-05-05T06:55:23.000Z
Australian Solar and Renewable Energy News,@AusSolarNews,,,1,,27,https://x.com/AusSolarNews/status/1800629444253549004,https://x.com/AusSolarNews,Another Push For “National” Home Battery Subsidy In Australia https://solarquotes.com.au/blog/home-battery-saver-mb2940/?utm_source=SPS&utm_medium=TwitterAUsolarnews… #EnergyTransition #SolarTransition,Jun 12,2024-06-11T20:41:28.000Z
Malcolm Ellis,@43a6f0ce5dac4ea,,,,,,https://x.com/43a6f0ce5dac4ea/status/1264404819382427648,https://x.com/43a6f0ce5dac4ea,"Graft n Corruption
Renewable Energy Subsidy
Tax Payer Apathy...

the three enablers of the destruction of the remnants of Australia's Old Growth forest

""Albany wood pellet plant to re-open and become Australia's largest - ABC News"" https://amp.abc.net.au/article/8333208","May 24, 2020",2020-05-24T03:56:15.000Z
Anthony Pesec,@anthonypesec,,3,3,,,https://x.com/anthonypesec/status/1275544335614767107,https://x.com/anthonypesec,Quite often in my discussions regarding the renewable energy industry in Australia people talk about how they don't like subsidy reliant industries. When I mention how much money is thrown at the fossil fuel sector through various subsidies they usually react with disbelief!,"Jun 24, 2020",2020-06-23T21:40:42.000Z
Solar Energy Masters,@masters_solar,,,,,14,https://x.com/masters_solar/status/1654386568327581696,https://x.com/masters_solar,"RT cleannrgcouncil: RT @renew_economy: CEC and Acciona call for extension to federal Renewable Energy Target as Australia struggles to compete in the global clean energy race.
http://ow.ly/81h650OgwAr","May 5, 2023",2023-05-05T07:24:29.000Z
Australian Forests and Climate Alliance,@AFCA_Forests,,5,3,,,https://x.com/AFCA_Forests/status/1565504883062902784,https://x.com/AFCA_Forests,"Burning native forest wood waste for electricity shouldn’t be classed as renewable energy, Senate report: https://theguardian.com/australia-news/2022/sep/01/burning-native-forest-wood-waste-for-electricity-shouldnt-be-classed-as-renewable-energy-senate-report-suggests?CMP=share_btn_tw… 
Logging native forests for biomass power generation is not renewable, it is an incentive to destroy threatened species habitats. #extinction #auspol","Sep 2, 2022",2022-09-02T01:00:24.000Z
Renew Economy,@renew_economy,,4,7,,1K,https://x.com/renew_economy/status/1654379245236285441,https://x.com/renew_economy,CEC and Acciona call for extension to federal Renewable Energy Target as Australia struggles to compete in the global clean energy race.,"May 5, 2023",2023-05-05T06:55:23.000Z
Ben Beattie,@EnergyWrapAU,"https://pbs.twimg.com/media/FoKyUoDacAAzD0e?format=jpg&name=small, https://pbs.twimg.com/media/FoKyUoDacAAzD0e?format=jpg&name=small",2,14,1,551,https://x.com/EnergyWrapAU/status/1622187409269211136,https://x.com/EnergyWrapAU,"If this credit gets scrapped, how will the anti-Australia Institute ever calculate another subsidy? 

We all know renewables receive massive subsidies and incentives, or nobody would build it.

It’s beyond time the LNP should talk about rolling back renewable subsidies.","Feb 5, 2023",2023-02-05T10:56:31.000Z
Commodity Insights Energy Transition,@SPGCIEnergy,"https://pbs.twimg.com/media/F8oh-WHWQAAfVMn?format=jpg&name=small, https://pbs.twimg.com/media/F8oh-WHWQAAfVMn?format=jpg&name=small",,,,148,https://x.com/SPGCIEnergy/status/1714219968076599703,https://x.com/SPGCIEnergy,"#INTERVIEW: #Australia's hydrogen subsidy program seeks to catalyze offtake deals
Read: https://okt.to/NRQfkO

A$2 bil #Hydrogen Headstart tender out
#Renewable H2 price to be stated
EOIs close Nov. 10, funding in 2026-27","Oct 17, 2023",2023-10-17T10:01:03.000Z
chrispydog,@chrispydog,,,1,1,,https://x.com/chrispydog/status/1463021447429836802,https://x.com/chrispydog,"REcon [The Australia Renewable Energy Agency is expected to launch a new funding round of around $100 million in early December that will support the roll out of grid forming batteries]

but...

[there is little incentive to incorporate grid forming capabilities.]

Groan","Nov 23, 2021",2021-11-23T05:47:49.000Z
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/GK23psfaEAA2PKA?format=jpg&name=small, https://pbs.twimg.com/media/GK23psfaEAA2PKA?format=jpg&name=small",,,,197,https://x.com/pvmagazineoz/status/1778279356571508818,https://x.com/pvmagazineoz,"Australia joins global clean energy race with new subsidy policy: The federal government has unveiled plans for a Future Made in Australia Act, proposing taxpayer-funded incentives to advance renewable energy industries,… http://dlvr.it/T5Lqjz #renewables #solar #technology",Apr 11,2024-04-11T04:30:12.000Z
Lynie,@lynlinking,,4,4,,,https://x.com/lynlinking/status/1334969896036286464,https://x.com/lynlinking,"A subsidy a day keeps the farmer in play 
If Australia has an over-subsidised industry sector, it sure isn't the renewable energy that the mining lobby and the Coalition keep rattling on about. @madwixxy 
https://independentaustralia.net/politics/politics-display/a-subsidy-a-day-keeps-the-farmer-in-play,14588#.X8qmxgTQphA.twitter… @IndependentAus  cc @WgarNews","Dec 5, 2020",2020-12-04T21:16:40.000Z
pv magazine,@pvmagazine,"https://pbs.twimg.com/media/GK3h-fKaMAA5cT-?format=jpg&name=small, https://pbs.twimg.com/media/GK3h-fKaMAA5cT-?format=jpg&name=small",,2,,834,https://x.com/pvmagazine/status/1778325892970021285,https://x.com/pvmagazine,"Australia announces new subsidy policy for renewable energy manufacturing: The Australian federal government has unveiled plans for a Future Made in Australia Act, proposing taxpayer-funded incentives to… http://dlvr.it/T5M54t #Markets #ModulesUpstreamManufacturing #Batteries",Apr 11,2024-04-11T07:35:07.000Z
Ally Jonsson,@AllyJonsson,,,,,10,https://x.com/AllyJonsson/status/1799558635745604025,https://x.com/AllyJonsson,"The Australian government needs to get batteries installed for all homes, particularly low income. 

This would save $900 on energy costs for households & allow Australia to reach 82% renewable electricity by 2030.

https://cleanenergycouncil.org.au/news/its-time-to-back-home-batteries-home-battery-incentive-would-reduce-cost-of-living…",Jun 9,2024-06-08T21:46:27.000Z
KR,@keenkellie1,,,2,,72,https://x.com/keenkellie1/status/1779104272082468951,https://x.com/keenkellie1,"Come on Australia when are we going to wake up to the benefits that bitcoin mining provide in absorbing all of our curtailed renewable energy, provide grid stability, and providing an economic incentive for more without subsidies

@DavidCrisafulli  @Bowenchris  @PeterDutton_MP",Apr 13,2024-04-13T11:08:07.000Z
