Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
FoE Japan,@FoEJapan,,17,26,1,1.1K,https://x.com/FoEJapan/status/1737022452352606263,https://x.com/FoEJapan,"「エネ基」って何？～2024年のビッグイシュー：日本のエネルギー政策を考える
2023年12月21日（木）　20:00～21:00

まもなく迎える2024年、気候変動対策にとって重要な「エネルギー基本計画（通称：エネ基）」改定の議論が始まります。","Dec 19, 2023",2023-12-19T08:09:59.000Z
日本全国書誌 新着情報,@jnb2023,,,,,41,https://x.com/jnb2023/status/1696132768198254922,https://x.com/jnb2023,"再生可能エネルギー導入戦略、熊取町地球温暖化対策実行計画 : 概要版. 区域施策編
熊取町 (大阪府) : 熊取町住民部環境課環境グループ, 2023.3","Aug 28, 2023",2023-08-28T12:08:59.000Z
Patagoniajp,@PatagoniaJP,,6,52,,14K,https://x.com/PatagoniaJP/status/1643574612247166978,https://x.com/PatagoniaJP,海面上昇により移住を迫られるアラスカの人々を描いた映画『ニュートック』。気候変動の被害による難民は、現在数千万人にものぼる。解決策の一つである再生エネルギーへの転換が世界で進むなか、日本のエネルギー政策はどこへ向かうのか。,"Apr 5, 2023",2023-04-05T11:21:38.000Z
だいち,@daichi_love_jp,,2,2,,51,https://x.com/daichi_love_jp/status/1718449246058537465,https://x.com/daichi_love_jp,"太陽光パネル80万トンが寿命へ。廃棄パネルはどうする？(Forbes JAPAN)
#Yahooニュース
https://news.yahoo.co.jp/articles/aace8a17c5f89e9d022e1bc5489000033c6cfeb3?source=sns&dv=pc&mid=other&date=20231029&ctg=dom&bt=tw_up… 
それもそうだが、私たち「再生可能エネルギー発電反対派」が疑問視しているのは
「地球温暖化防止のために環境破壊を促進する」
がなぜ進んでいるのか。","Oct 29, 2023",2023-10-29T02:06:42.000Z
ニュー太郎｜エネルギーに関する技術者サラリーマン,@carboneutaro,"https://pbs.twimg.com/media/GGEHCL3bIAApeJb?format=jpg&name=small, https://pbs.twimg.com/media/GGEHCL3bIAApeJb?format=jpg&name=small",,10,,116,https://x.com/carboneutaro/status/1756693066751357317,https://x.com/carboneutaro,"国際エネルギー機関（ＩＥＡ）はインドとの加盟交渉を始める方向で最終調整へ！

現在、米欧を中心に31カ国が加盟していますが、
アジアのメンバーは日本や韓国にとどまっています。
巨大消費国のインドを加えることで、再生可能エネルギーへの移行など、気候変動対策で足並みをそろえやすくなります。",Feb 12,2024-02-11T14:53:59.000Z
樋口 悟@住宅用/産業用 太陽光+蓄電池+EV V2H経済効果試算SaaS/API,@satoruhiguchi,,1,3,,240,https://x.com/satoruhiguchi/status/1726741856808313127,https://x.com/satoruhiguchi,"30日に始まる国連気候変動枠組み条約第28回締約国会議（COP28）で、有志国が世界全体の再生可能エネルギーの設備容量を2030年までに3倍にする誓約を表明する。日本も賛同する方向で調整している。

再生エネ「30年までに3倍」 UAEなど誓約、日本も賛同へ調整 https://l.smartnews.com/TUUm5","Nov 21, 2023",2023-11-20T23:18:34.000Z
Data Scientist,@tokiois,,2,7,1,462,https://x.com/tokiois/status/1659905345953878017,https://x.com/tokiois,"気候変動
日本以外と温度差
技術で脱炭素に貢献を G7

再生可能エネルギーの
導入拡大に関し
太陽光発電は
現状の３倍強の
１０億キロワット以上に
洋上風力発電も
各国の目標に基づき
１億５千万キロワット増やす

日本は太陽光発電等の
適地が少なく
再エネを増やしにくい","May 20, 2023",2023-05-20T12:54:08.000Z
米倉春奈サポーターズ,@YONEHARU_SUPP,"https://pbs.twimg.com/media/FuTGBx3aQAAdZYx?format=jpg&name=small, https://pbs.twimg.com/media/FuTGBx3aQAAdZYx?format=jpg&name=small",8,6,1,819,https://x.com/YONEHARU_SUPP/status/1649661106607243264,https://x.com/YONEHARU_SUPP,"#豊島区 は2050年に目指すべき姿として

全ての区有施設で再生可能エネルギー由来の電力を使用する「2050としまゼロカーボン戦略」を掲げています

しかし、国の原発回帰や区の再開発により矛盾が生じているのが現状です

本気の気候変動対策は日本共産党に託してください！

#豊島区議会議員選挙","Apr 22, 2023",2023-04-22T06:27:11.000Z
FoE Japan,@FoEJapan,"https://pbs.twimg.com/media/FqQgcrgagAIatIP?format=jpg&name=small, https://pbs.twimg.com/media/FqQgcrgagAIatIP?format=jpg&name=small",22,39,,2.4K,https://x.com/FoEJapan/status/1631640572162347009,https://x.com/FoEJapan,"日本は化石燃料に毎年平均100億ドル以上を費やす一方で、再生可能エネルギー事業にはその8分の1の金額しか投じられていません

日本政府は、化石燃料への投融資や誤った気候変動対策の推進をやめ、クリーンエネルギーへの支援を強化すべきです

#JapanStopGreenwashing","Mar 4, 2023",2023-03-03T13:00:01.000Z
Shimamura Nobuo,@diabites4752,,,1,,46,https://x.com/diabites4752/status/1731516842651598985,https://x.com/diabites4752,"日本が不名誉な「化石賞」を受賞

気候変動対策を話し合う国連の会議

「COP28」で、国際的な環境NGOは、日本が石炭火力発電所などを延命させ、再生可能エネルギーへの移行を遅らせているとして、気候変動対策に消極的だと判断した国に贈る「化石賞」に選んだと発表しました。","Dec 4, 2023",2023-12-04T03:32:39.000Z
satoru,@satoru3150,,,,,60,https://x.com/satoru3150/status/1809499737709854765,https://x.com/satoru3150,"都知事選の公約の一つになってるメガソーラー。

確かに、再生可能エネルギーだけど、地球温暖化対策にはならないと断言。

ソーラー設置のために刈り取られる樹木の吸収する二酸化炭素はどうなるの？

狭い日本でやることじゃない。

ビルの屋上で使う程度にするのがせいぜいだと思うよ。",Jul 6,2024-07-06T08:08:51.000Z
高橋　正雄,@3n0rcMHGONoxBmm,"https://pbs.twimg.com/media/GQE-eVdbEAAnnnd?format=jpg&name=small, https://pbs.twimg.com/media/GQE-eVdbEAAnnnd?format=jpg&name=small",,47,,326,https://x.com/3n0rcMHGONoxBmm/status/1801790024771584018,https://x.com/3n0rcMHGONoxBmm,"#俳句
#サングラス

チョイ悪へ憧れた日の
サングラス

石原裕次郎のサングラス 格好良かった

私もかけてみたがまるで誘拐犯

しかし、ともかく暑い
暑すぎる

国連事務総長も気候変動に警鐘を鳴らしいる

日本も石炭火力の延命では無く

再生可能エネルギー
省エネへの転換を！",Jun 15,2024-06-15T01:33:12.000Z
UN Women 日本事務所,@unwomenjapan,"https://pbs.twimg.com/media/GEAVxera8AAYoa7?format=jpg&name=small, https://pbs.twimg.com/media/GEAVxera8AAYoa7?format=jpg&name=small",3,4,,935,https://x.com/unwomenjapan/status/1748314360131224003,https://x.com/unwomenjapan,"女性と少女は、次のような分野でリーダーシップを発揮し、より良い世界の構築に貢献しています。
自然保護
農業
再生可能エネルギー
気候変動への取り組み
変化の担い手として、他の人たちと同様に、彼女たちも持続可能な未来に向けた解決に寄与していくことが求められています",Jan 19,2024-01-19T12:00:00.000Z
ちーがくん｜地学図解,@spEarthScience,,12,42,,4.5K,https://x.com/spEarthScience/status/1731453342633660741,https://x.com/spEarthScience,もはや毎年恒例になってしまった。気候変動対策に消極的な国に皮肉を込めて贈られる賞「化石賞」に4年連続で日本が選ばれる。石炭火力発電所の延命措置と再生可能エネルギーへの移行の遅れが化石賞受賞の理由だそう／日本に「化石賞」 “気候変動対策に消極的” 国際NGOが発表,"Dec 4, 2023",2023-12-03T23:20:20.000Z
気候ネットワーク:KikoNetwork,@kikonetwork,,1,8,,577,https://x.com/kikonetwork/status/1731598991241134112,https://x.com/kikonetwork,COP28気候変動交渉における「ファイナンスデー」に、世界各国の市民社会団体が、日本政府に対し新たな化石燃料プロジェクトへの資金提供の停止と、再生可能エネルギーへの支援を求めるアクションを行いました。https://sekitan.jp/jbic/2023/12/04/5871…,"Dec 4, 2023",2023-12-04T08:59:05.000Z
Stigmabase | ECOASIA,@StigmabaseA,,,,,29,https://x.com/StigmabaseA/status/1819746568159080653,https://x.com/StigmabaseA,{ZH-Fighting Stigma} IEEJ - ログイン - 一般財団法人 日本エネルギー経済研究所: エネルギーと環境、および中東の政治経済に関する総合的シンクタンク。エネルギーと地球温暖化問題、エネルギー需給と価格動向、再生可能エネルギー、中東 ... http://dlvr.it/TBRtzH,Aug 4,2024-08-03T14:46:05.000Z
Stigmabase | ECOASIA,@StigmabaseA,,,1,,21,https://x.com/StigmabaseA/status/1634022785940078592,https://x.com/StigmabaseA,{JA-Fighting Stigma} IEEJ - ログイン - 一般財団法人 日本エネルギー経済研究所: エネルギーと環境、および中東の政治経済に関する総合的シンクタンク。エネルギーと地球温暖化問題、エネルギー需給と価格動向、再生可能エネルギー、中東 ... http://dlvr.it/SkfQQp,"Mar 10, 2023",2023-03-10T02:46:05.000Z
星野博幸,@couki26223,"https://pbs.twimg.com/media/Fp2g1FuaIAAg6fs?format=jpg&name=360x360, https://pbs.twimg.com/media/Fp2g1FuaIAAg6fs?format=jpg&name=360x360",9,30,,2.6K,https://x.com/couki26223/status/1629635481268019202,https://x.com/couki26223,特番『気候変動への日本政府の対応と再生可能エネルギー問題　ーその１ー』ゲスト：経済安全保障アナリスト　平井　宏治氏 https://youtu.be/2ZFbjutzbGw @YouTubeより,"Feb 26, 2023",2023-02-26T00:12:30.000Z
ちんさま,@chinsamadayo,,,11,,1.2K,https://x.com/chinsamadayo/status/1611981647846723585,https://x.com/chinsamadayo,"最近新宿歩いてると外国人観光客めちゃくちゃ増えてるから
日本株はインバウンド銘柄強いかもね
ドーミーイン経営の共立メンテナンス、ドン・キホーテのパンパシフィックHDなど
あと忘れられがちだけどアメリカは気候変動対策の大規模歳出が可決されてるから
再生可能エネルギー銘柄が強い","Jan 8, 2023",2023-01-08T07:02:28.000Z
ふっちゃん,@ashitawawatashi,"https://pbs.twimg.com/ext_tw_video_thumb/1800000875005702144/pu/img/mop405xHkBQX27pS.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1800000875005702144/pu/img/mop405xHkBQX27pS.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1800000875005702144/pu/img/mop405xHkBQX27pS.jpg",13,15,,1K,https://x.com/ashitawawatashi/status/1800000941271531705,https://x.com/ashitawawatashi,"献金で政策歪められまくり
日本の信頼失墜されまくり

共　山下氏
「CO2排出量上位50社のうち30社が自民へ献金
政府機関への天下り天上がり

温室効果ガス排出関連団体から献金5年で13億弱

政府の気候変動、エネルギー政策が献金企業から影響を受け、日本がパリ協定と整合する政策と乖離
#政権交代",Jun 10,2024-06-10T03:04:01.000Z
井上雅夫（脱・脱炭素派）,@co2tw,"https://pbs.twimg.com/media/F3y3R9kaQAAkjg-?format=jpg&name=small, https://pbs.twimg.com/media/F3y3R9kaQAAkjg-?format=jpg&name=small",2,5,,247,https://x.com/co2tw/status/1692429184826826899,https://x.com/co2tw,"新冷戦下のエネルギー政策
杉山大志
https://youtu.be/KZmA5QVauX0
ウクライナでの戦争が勃発し、台湾有事のリスクも高まっており、先進国 対 露・中という構図で世界は新冷戦の様相を呈してきました。 
地球温暖化のリスクと安全保障のリスクについて分析し、日本のエネルギー政策について提言します。","Aug 18, 2023",2023-08-18T06:52:16.000Z
毎日新聞,@mainichi,,6,5,9,11K,https://x.com/mainichi/status/1659061248636645378,https://x.com/mainichi,"「EV少なすぎる日本に不安」　元アイルランド大統領が語る気候変動
https://mainichi.jp/articles/20230516/k00/00m/040/149000c…

「Climate　Justice（気候正義）」を提唱してきた元アイルランド大統領が、日本のエネルギー政策について「正直に言うと心配です」と懸念を示しました。その理由とは…。","May 18, 2023",2023-05-18T05:00:00.000Z
日本を大切にそれは皇室を大切に同意語。,@kazsato1393626,,,,,45,https://x.com/kazsato1393626/status/1820961531544400010,https://x.com/kazsato1393626,"地球温暖化？？
人間の活動で出されるＣｏ２は
地球上で自然発生するＣｏ２の３％
こんなことで便利な物を捨てる
バカな話。
再生可能？？エネルギーで
不便になり
電気代高くなり
一部の嘘つきが
ぼろ儲け。",Aug 7,2024-08-06T23:13:55.000Z
髙井 重明  Shigeaki Takai,@ifc_takai,,,2,,29,https://x.com/ifc_takai/status/1651023203278667776,https://x.com/ifc_takai,"米国の気候特使ジョン・ケリー氏：テクノロジーに頼って二酸化炭素を除去するのは危険。
地球温暖化を止めるために、再生可能エネルギーへの移行などの既存の対策をより迅速に展開する必要がある。
→日本も同様の傾向があるのでは

https://theguardian.com/us-news/2023/apr/25/john-kerry-relying-technology-remove-carbon-dioxide-dangerous…","Apr 26, 2023",2023-04-26T00:39:40.000Z
日本全国書誌 新着情報,@jnb2023,,,,,12,https://x.com/jnb2023/status/1798465443319210460,https://x.com/jnb2023,"再生可能エネルギー主力電源化に向けたエネルギー分野に係る調査・検討委託業務報告書. 令和5年度
[東京] : 環境省地球環境局地球温暖化対策課, 2024.3",Jun 6,2024-06-05T21:22:30.000Z
Forbes JAPAN,@forbesjapan,,,1,,1.2K,https://x.com/forbesjapan/status/1731520793467572482,https://x.com/forbesjapan,"気候変動を食い止めるべく、世界で再生可能エネルギーの導入が促進されている。日本は、2022年の全発電電力量において、再生可能エネ……

→　日本一の風力発電施設「ウィンドファームつがる」と今後の風力発電","Dec 4, 2023",2023-12-04T03:48:21.000Z
Stigmabase | ECOASIA,@StigmabaseA,,,,,12,https://x.com/StigmabaseA/status/1791138809062772965,https://x.com/StigmabaseA,{JA-Fighting Stigma} IEEJ - ログイン - 一般財団法人 日本エネルギー経済研究所: エネルギーと環境、および中東の政治経済に関する総合的シンクタンク。エネルギーと地球温暖化問題、エネルギー需給と価格動向、再生可能エネルギー、中東 ... http://dlvr.it/T6zM6k,May 17,2024-05-16T16:09:04.000Z
Stigmabase | ECOASIA,@StigmabaseA,,,,,25,https://x.com/StigmabaseA/status/1739230787017617806,https://x.com/StigmabaseA,{JA-Fighting Stigma} COP28報告会（発表資料） - 一般財団法人 日本エネルギー経済研究所 - IEEJ: エネルギーと環境、および中東の政治経済に関する総合的シンクタンク。エネルギーと地球温暖化問題、エネルギー需給と価格動向、再生可能エネルギー、中東 ... http://dlvr.it/T0ZXzt,"Dec 25, 2023",2023-12-25T10:25:07.000Z
リコー / RICOH,@ricoh,,2,22,,4.2K,https://x.com/ricoh/status/1616356607142596610,https://x.com/ricoh,"喫緊の課題となっている気候変動問題。

リコーグループは、事業活動で使う全電力を再生可能エネルギー由来とすることを目指す「RE100」に日本企業として初めて参加表明するなど、この問題に先駆的に取り組んできました。

実践内容と成果、成果を開示することの重要性とは？","Jan 20, 2023",2023-01-20T08:47:00.000Z
日本全国書誌 新着情報,@jnb2023,,,,,32,https://x.com/jnb2023/status/1799011637804007738,https://x.com/jnb2023,"再生可能エネルギー主力電源化に向けたエネルギー分野に係る調査・検討委託業務基礎資料集. 令和5年度
[東京] : 環境省地球環境局地球温暖化対策課, 2024.3",Jun 7,2024-06-07T09:32:53.000Z
